2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
2.7496,2.7496,2.7496,2.7496,2.7496,2.7496,2.7496,2.7496,2.7496,2.7496
2.7482,2.7482,2.7482,2.7482,2.7482,2.7482,2.7482,2.7482,2.7482,2.7482
2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.746,2.746
2.7429,2.7429,2.7429,2.7429,2.7429,2.7429,2.7429,2.7429,2.7429,2.7429
2.7389,2.7389,2.7389,2.7389,2.7389,2.7389,2.7389,2.7389,2.7389,2.7389
2.734,2.734,2.734,2.734,2.734,2.734,2.734,2.734,2.734,2.734
2.7283,2.7283,2.7283,2.7283,2.7283,2.7283,2.7283,2.7283,2.7283,2.7283
2.7217,2.7217,2.7217,2.7217,2.7217,2.7217,2.7217,2.7217,2.7217,2.7217
2.7144,2.7144,2.7144,2.7144,2.7144,2.7144,2.7144,2.7144,2.7144,2.7144
2.7062,2.7062,2.7062,2.7062,2.7062,2.7062,2.7062,2.7062,2.7062,2.7062
2.6973,2.6973,2.6973,2.6973,2.6973,2.6973,2.6973,2.6973,2.6973,2.6973
2.6877,2.6877,2.6877,2.6877,2.6877,2.6877,2.6877,2.6877,2.6877,2.6877
2.6773,2.6773,2.6773,2.6773,2.6773,2.6773,2.6773,2.6773,2.6773,2.6773
2.6663,2.6663,2.6663,2.6663,2.6663,2.6663,2.6663,2.6663,2.6663,2.6663
2.6547,2.6547,2.6547,2.6547,2.6547,2.6547,2.6547,2.6547,2.6547,2.6547
2.6424,2.6424,2.6424,2.6424,2.6424,2.6424,2.6424,2.6424,2.6424,2.6424
2.6296,2.6296,2.6296,2.6296,2.6296,2.6296,2.6296,2.6296,2.6296,2.6296
2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162
2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024
2.5882,2.5882,2.5882,2.5882,2.5882,2.5882,2.5882,2.5882,2.5882,2.5882
2.5736,2.5736,2.5736,2.5736,2.5736,2.5736,2.5736,2.5736,2.5736,2.5736
2.5587,2.5587,2.5587,2.5587,2.5587,2.5587,2.5587,2.5587,2.5587,2.5587
2.5435,2.5435,2.5435,2.5435,2.5435,2.5435,2.5435,2.5435,2.5435,2.5435
2.528,2.528,2.528,2.528,2.528,2.528,2.528,2.528,2.528,2.528
2.5125,2.5125,2.5125,2.5125,2.5125,2.5125,2.5125,2.5125,2.5125,2.5125
2.4968,2.4968,2.4968,2.4968,2.4968,2.4968,2.4968,2.4968,2.4968,2.4968
2.4811,2.4811,2.4811,2.4811,2.4811,2.4811,2.4811,2.4811,2.4811,2.4811
2.4654,2.4654,2.4654,2.4654,2.4654,2.4654,2.4654,2.4654,2.4654,2.4654
2.4498,2.4498,2.4498,2.4498,2.4498,2.4498,2.4498,2.4498,2.4498,2.4498
2.4344,2.4344,2.4344,2.4344,2.4344,2.4344,2.4344,2.4344,2.4344,2.4344
2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192,2.4192
2.4042,2.4042,2.4042,2.4042,2.4042,2.4042,2.4042,2.4042,2.4042,2.4042
2.3896,2.3896,2.3896,2.3896,2.3896,2.3896,2.3896,2.3896,2.3896,2.3896
2.3754,2.3754,2.3754,2.3754,2.3754,2.3754,2.3754,2.3754,2.3754,2.3754
2.3617,2.3617,2.3617,2.3617,2.3617,2.3617,2.3617,2.3617,2.3617,2.3617
2.3486,2.3486,2.3486,2.3486,2.3486,2.3486,2.3486,2.3486,2.3486,2.3486
2.336,2.336,2.336,2.336,2.336,2.336,2.336,2.336,2.336,2.336
2.3241,2.3241,2.3241,2.3241,2.3241,2.3241,2.3241,2.3241,2.3241,2.3241
2.3129,2.3129,2.3129,2.3129,2.3129,2.3129,2.3129,2.3129,2.3129,2.3129
2.3024,2.3024,2.3024,2.3024,2.3024,2.3024,2.3024,2.3024,2.3024,2.3024
2.2928,2.2928,2.2928,2.2928,2.2928,2.2928,2.2928,2.2928,2.2928,2.2928
2.2841,2.2841,2.2841,2.2841,2.2841,2.2841,2.2841,2.2841,2.2841,2.2841
2.2763,2.2763,2.2763,2.2763,2.2763,2.2763,2.2763,2.2763,2.2763,2.2763
2.2694,2.2694,2.2694,2.2694,2.2694,2.2694,2.2694,2.2694,2.2694,2.2694
2.2636,2.2636,2.2636,2.2636,2.2636,2.2636,2.2636,2.2636,2.2636,2.2636
2.2587,2.2587,2.2587,2.2587,2.2587,2.2587,2.2587,2.2587,2.2587,2.2587
2.2549,2.2549,2.2549,2.2549,2.2549,2.2549,2.2549,2.2549,2.2549,2.2549
2.2522,2.2522,2.2522,2.2522,2.2522,2.2522,2.2522,2.2522,2.2522,2.2522
2.2505,2.2505,2.2505,2.2505,2.2505,2.2505,2.2505,2.2505,2.2505,2.2505
2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
2.2505,2.2505,2.2505,2.2505,2.2505,2.2505,2.2505,2.2505,2.2505,2.2505
2.2522,2.2522,2.2522,2.2522,2.2522,2.2522,2.2522,2.2522,2.2522,2.2522
2.2549,2.2549,2.2549,2.2549,2.2549,2.2549,2.2549,2.2549,2.2549,2.2549
