-0.030902,-0.080902,0.080902,0.030902,-0.1,0.030902,0.080902,-0.080902,-0.030902,0.1
-0.029389,-0.076942,0.076942,0.029389,-0.095106,0.029389,0.076942,-0.076942,-0.029389,0.095106
-0.025,-0.065451,0.065451,0.025,-0.080902,0.025,0.065451,-0.065451,-0.025,0.080902
-0.018164,-0.047553,0.047553,0.018164,-0.058779,0.018164,0.047553,-0.047553,-0.018164,0.058779
-0.0095492,-0.025,0.025,0.0095492,-0.030902,0.0095492,0.025,-0.025,-0.0095492,0.030902
-1.8922e-18,-4.9538e-18,4.9538e-18,1.8922e-18,-6.1232e-18,1.8922e-18,4.9538e-18,-4.9538e-18,-1.8922e-18,6.1232e-18
0.0095492,0.025,-0.025,-0.0095492,0.030902,-0.0095492,-0.025,0.025,0.0095492,-0.030902
0.018164,0.047553,-0.047553,-0.018164,0.058779,-0.018164,-0.047553,0.047553,0.018164,-0.058779
0.025,0.065451,-0.065451,-0.025,0.080902,-0.025,-0.065451,0.065451,0.025,-0.080902
0.029389,0.076942,-0.076942,-0.029389,0.095106,-0.029389,-0.076942,0.076942,0.029389,-0.095106
0.030902,0.080902,-0.080902,-0.030902,0.1,-0.030902,-0.080902,0.080902,0.030902,-0.1
0.029389,0.076942,-0.076942,-0.029389,0.095106,-0.029389,-0.076942,0.076942,0.029389,-0.095106
0.025,0.065451,-0.065451,-0.025,0.080902,-0.025,-0.065451,0.065451,0.025,-0.080902
0.018164,0.047553,-0.047553,-0.018164,0.058779,-0.018164,-0.047553,0.047553,0.018164,-0.058779
0.0095492,0.025,-0.025,-0.0095492,0.030902,-0.0095492,-0.025,0.025,0.0095492,-0.030902
-2.177e-17,-5.6994e-17,5.6994e-17,2.177e-17,-7.0448e-17,2.177e-17,5.6994e-17,-5.6994e-17,-2.177e-17,7.0448e-17
-0.0095492,-0.025,0.025,0.0095492,-0.030902,0.0095492,0.025,-0.025,-0.0095492,0.030902
-0.018164,-0.047553,0.047553,0.018164,-0.058779,0.018164,0.047553,-0.047553,-0.018164,0.058779
-0.025,-0.065451,0.065451,0.025,-0.080902,0.025,0.065451,-0.065451,-0.025,0.080902
-0.029389,-0.076942,0.076942,0.029389,-0.095106,0.029389,0.076942,-0.076942,-0.029389,0.095106
-0.030902,-0.080902,0.080902,0.030902,-0.1,0.030902,0.080902,-0.080902,-0.030902,0.1
-0.029389,-0.076942,0.076942,0.029389,-0.095106,0.029389,0.076942,-0.076942,-0.029389,0.095106
-0.025,-0.065451,0.065451,0.025,-0.080902,0.025,0.065451,-0.065451,-0.025,0.080902
-0.018164,-0.047553,0.047553,0.018164,-0.058779,0.018164,0.047553,-0.047553,-0.018164,0.058779
-0.0095492,-0.025,0.025,0.0095492,-0.030902,0.0095492,0.025,-0.025,-0.0095492,0.030902
1.7985e-17,4.7086e-17,-4.7086e-17,-1.7985e-17,5.8202e-17,-1.7985e-17,-4.7086e-17,4.7086e-17,1.7985e-17,-5.8202e-17
0.0095492,0.025,-0.025,-0.0095492,0.030902,-0.0095492,-0.025,0.025,0.0095492,-0.030902
0.018164,0.047553,-0.047553,-0.018164,0.058779,-0.018164,-0.047553,0.047553,0.018164,-0.058779
0.025,0.065451,-0.065451,-0.025,0.080902,-0.025,-0.065451,0.065451,0.025,-0.080902
0.029389,0.076942,-0.076942,-0.029389,0.095106,-0.029389,-0.076942,0.076942,0.029389,-0.095106
0.030902,0.080902,-0.080902,-0.030902,0.1,-0.030902,-0.080902,0.080902,0.030902,-0.1
0.029389,0.076942,-0.076942,-0.029389,0.095106,-0.029389,-0.076942,0.076942,0.029389,-0.095106
0.025,0.065451,-0.065451,-0.025,0.080902,-0.025,-0.065451,0.065451,0.025,-0.080902
0.018164,0.047553,-0.047553,-0.018164,0.058779,-0.018164,-0.047553,0.047553,0.018164,-0.058779
0.0095492,0.025,-0.025,-0.0095492,0.030902,-0.0095492,-0.025,0.025,0.0095492,-0.030902
1.3245e-17,3.4677e-17,-3.4677e-17,-1.3245e-17,4.2863e-17,-1.3245e-17,-3.4677e-17,3.4677e-17,1.3245e-17,-4.2863e-17
-0.0095492,-0.025,0.025,0.0095492,-0.030902,0.0095492,0.025,-0.025,-0.0095492,0.030902
-0.018164,-0.047553,0.047553,0.018164,-0.058779,0.018164,0.047553,-0.047553,-0.018164,0.058779
-0.025,-0.065451,0.065451,0.025,-0.080902,0.025,0.065451,-0.065451,-0.025,0.080902
-0.029389,-0.076942,0.076942,0.029389,-0.095106,0.029389,0.076942,-0.076942,-0.029389,0.095106
-0.030902,-0.080902,0.080902,0.030902,-0.1,0.030902,0.080902,-0.080902,-0.030902,0.1
-0.029389,-0.076942,0.076942,0.029389,-0.095106,0.029389,0.076942,-0.076942,-0.029389,0.095106
-0.025,-0.065451,0.065451,0.025,-0.080902,0.025,0.065451,-0.065451,-0.025,0.080902
-0.018164,-0.047553,0.047553,0.018164,-0.058779,0.018164,0.047553,-0.047553,-0.018164,0.058779
-0.0095492,-0.025,0.025,0.0095492,-0.030902,0.0095492,0.025,-0.025,-0.0095492,0.030902
3.7863e-17,9.9126e-17,-9.9126e-17,-3.7863e-17,1.2253e-16,-3.7863e-17,-9.9126e-17,9.9126e-17,3.7863e-17,-1.2253e-16
0.0095492,0.025,-0.025,-0.0095492,0.030902,-0.0095492,-0.025,0.025,0.0095492,-0.030902
0.018164,0.047553,-0.047553,-0.018164,0.058779,-0.018164,-0.047553,0.047553,0.018164,-0.058779
0.025,0.065451,-0.065451,-0.025,0.080902,-0.025,-0.065451,0.065451,0.025,-0.080902
0.029389,0.076942,-0.076942,-0.029389,0.095106,-0.029389,-0.076942,0.076942,0.029389,-0.095106
0.030902,0.080902,-0.080902,-0.030902,0.1,-0.030902,-0.080902,0.080902,0.030902,-0.1
0.029389,0.076942,-0.076942,-0.029389,0.095106,-0.029389,-0.076942,0.076942,0.029389,-0.095106
0.025,0.065451,-0.065451,-0.025,0.080902,-0.025,-0.065451,0.065451,0.025,-0.080902
0.018164,0.047553,-0.047553,-0.018164,0.058779,-0.018164,-0.047553,0.047553,0.018164,-0.058779
0.0095492,0.025,-0.025,-0.0095492,0.030902,-0.0095492,-0.025,0.025,0.0095492,-0.030902
7.5706e-17,1.982e-16,-1.982e-16,-7.5706e-17,2.4499e-16,-7.5706e-17,-1.982e-16,1.982e-16,7.5706e-17,-2.4499e-16
-0.0095492,-0.025,0.025,0.0095492,-0.030902,0.0095492,0.025,-0.025,-0.0095492,0.030902
-0.018164,-0.047553,0.047553,0.018164,-0.058779,0.018164,0.047553,-0.047553,-0.018164,0.058779
-0.025,-0.065451,0.065451,0.025,-0.080902,0.025,0.065451,-0.065451,-0.025,0.080902
-0.029389,-0.076942,0.076942,0.029389,-0.095106,0.029389,0.076942,-0.076942,-0.029389,0.095106
-0.030902,-0.080902,0.080902,0.030902,-0.1,0.030902,0.080902,-0.080902,-0.030902,0.1
-0.029389,-0.076942,0.076942,0.029389,-0.095106,0.029389,0.076942,-0.076942,-0.029389,0.095106
-0.025,-0.065451,0.065451,0.025,-0.080902,0.025,0.065451,-0.065451,-0.025,0.080902
-0.018164,-0.047553,0.047553,0.018164,-0.058779,0.018164,0.047553,-0.047553,-0.018164,0.058779
-0.0095492,-0.025,0.025,0.0095492,-0.030902,0.0095492,0.025,-0.025,-0.0095492,0.030902
3.0294e-17,7.9311e-17,-7.9311e-17,-3.0294e-17,9.8034e-17,-3.0294e-17,-7.9311e-17,7.9311e-17,3.0294e-17,-9.8034e-17
0.0095492,0.025,-0.025,-0.0095492,0.030902,-0.0095492,-0.025,0.025,0.0095492,-0.030902
0.018164,0.047553,-0.047553,-0.018164,0.058779,-0.018164,-0.047553,0.047553,0.018164,-0.058779
0.025,0.065451,-0.065451,-0.025,0.080902,-0.025,-0.065451,0.065451,0.025,-0.080902
0.029389,0.076942,-0.076942,-0.029389,0.095106,-0.029389,-0.076942,0.076942,0.029389,-0.095106
0.030902,0.080902,-0.080902,-0.030902,0.1,-0.030902,-0.080902,0.080902,0.030902,-0.1
0.029389,0.076942,-0.076942,-0.029389,0.095106,-0.029389,-0.076942,0.076942,0.029389,-0.095106
0.025,0.065451,-0.065451,-0.025,0.080902,-0.025,-0.065451,0.065451,0.025,-0.080902
0.018164,0.047553,-0.047553,-0.018164,0.058779,-0.018164,-0.047553,0.047553,0.018164,-0.058779
0.0095492,0.025,-0.025,-0.0095492,0.030902,-0.0095492,-0.025,0.025,0.0095492,-0.030902
8.3275e-17,2.1802e-16,-2.1802e-16,-8.3275e-17,2.6948e-16,-8.3275e-17,-2.1802e-16,2.1802e-16,8.3275e-17,-2.6948e-16
-0.0095492,-0.025,0.025,0.0095492,-0.030902,0.0095492,0.025,-0.025,-0.0095492,0.030902
-0.018164,-0.047553,0.047553,0.018164,-0.058779,0.018164,0.047553,-0.047553,-0.018164,0.058779
-0.025,-0.065451,0.065451,0.025,-0.080902,0.025,0.065451,-0.065451,-0.025,0.080902
-0.029389,-0.076942,0.076942,0.029389,-0.095106,0.029389,0.076942,-0.076942,-0.029389,0.095106
-0.030902,-0.080902,0.080902,0.030902,-0.1,0.030902,0.080902,-0.080902,-0.030902,0.1
-0.029389,-0.076942,0.076942,0.029389,-0.095106,0.029389,0.076942,-0.076942,-0.029389,0.095106
-0.025,-0.065451,0.065451,0.025,-0.080902,0.025,0.065451,-0.065451,-0.025,0.080902
-0.018164,-0.047553,0.047553,0.018164,-0.058779,0.018164,0.047553,-0.047553,-0.018164,0.058779
-0.0095492,-0.025,0.025,0.0095492,-0.030902,0.0095492,0.025,-0.025,-0.0095492,0.030902
2.2725e-17,5.9496e-17,-5.9496e-17,-2.2725e-17,7.3541e-17,-2.2725e-17,-5.9496e-17,5.9496e-17,2.2725e-17,-7.3541e-17
0.0095492,0.025,-0.025,-0.0095492,0.030902,-0.0095492,-0.025,0.025,0.0095492,-0.030902
0.018164,0.047553,-0.047553,-0.018164,0.058779,-0.018164,-0.047553,0.047553,0.018164,-0.058779
0.025,0.065451,-0.065451,-0.025,0.080902,-0.025,-0.065451,0.065451,0.025,-0.080902
0.029389,0.076942,-0.076942,-0.029389,0.095106,-0.029389,-0.076942,0.076942,0.029389,-0.095106
0.030902,0.080902,-0.080902,-0.030902,0.1,-0.030902,-0.080902,0.080902,0.030902,-0.1
0.029389,0.076942,-0.076942,-0.029389,0.095106,-0.029389,-0.076942,0.076942,0.029389,-0.095106
0.025,0.065451,-0.065451,-0.025,0.080902,-0.025,-0.065451,0.065451,0.025,-0.080902
0.018164,0.047553,-0.047553,-0.018164,0.058779,-0.018164,-0.047553,0.047553,0.018164,-0.058779
0.0095492,0.025,-0.025,-0.0095492,0.030902,-0.0095492,-0.025,0.025,0.0095492,-0.030902
9.0844e-17,2.3783e-16,-2.3783e-16,-9.0844e-17,2.9398e-16,-9.0844e-17,-2.3783e-16,2.3783e-16,9.0844e-17,-2.9398e-16
-0.0095492,-0.025,0.025,0.0095492,-0.030902,0.0095492,0.025,-0.025,-0.0095492,0.030902
-0.018164,-0.047553,0.047553,0.018164,-0.058779,0.018164,0.047553,-0.047553,-0.018164,0.058779
-0.025,-0.065451,0.065451,0.025,-0.080902,0.025,0.065451,-0.065451,-0.025,0.080902
-0.029389,-0.076942,0.076942,0.029389,-0.095106,0.029389,0.076942,-0.076942,-0.029389,0.095106
